s_name,b_hours,county,address,rate,geo_loc,pic_url,gmaps_url,s_type,comm,area,create_time,update_time,spot_id
中和南勢角國旗嶺,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",新北市,新北市中和區,4.3,POINT(121.49812 24.98439),https://lh3.googleusercontent.com/p/AF1QipMue1Mf3_rty5IJuEryyI1gSnJE44T-8VIqw6ih=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ57m5rWUCaDQRJ-57-FJK4V4,戶外,222.0,中和區,2025-05-07 03:50:30,2025-05-07 11:19:53,d8970017-8822-55bc-9f81-e5b51cb43545
內溝山步道,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",新北市,新北市汐止區,4.3,POINT(121.62845 25.08892),https://lh3.googleusercontent.com/p/AF1QipM3xaeHB6jRLKvEjLR5bARhEEdPksrTqgT8qA3K=w408-h725-k-no,https://www.google.com/maps/place/?q=place_id:ChIJJRQFzSxTXTQRIGvuFVmDpsA,戶外,151.0,汐止區,2025-05-07 03:50:30,2025-05-07 11:19:53,d2b5a816-a437-5d87-b994-6fbee207ef6d
錦和運動公園(防災公園),"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",新北市,新北市中和區錦和路350之1號,4.4,POINT(121.48869 24.99290),https://lh3.googleusercontent.com/p/AF1QipOZGZu-8p6eTYml5DplthVme6GmFWUSrSCEyT3i=w408-h906-k-no,https://www.google.com/maps/place/?q=place_id:ChIJiQbAMYYCaDQRJKYf9nsP8ws,戶外,6956.0,中和區,2025-05-07 03:50:30,2025-05-07 11:19:53,0def977d-232d-523d-85ab-e6cdcbf6fa8d
馬偕紀念大樓,,新北市,新北市淡水區馬偕街8號後面號,4.8,POINT(121.43861 25.17207),https://lh3.googleusercontent.com/p/AF1QipNtMCZbU5bzq4IPTfWQ44QdUOhNqoVHU6Q6y9g8=w446-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJdyfwosylQjQROYjwdbecjas,戶外,5.0,淡水區,2025-05-07 03:50:30,2025-05-07 11:19:53,6fba3e98-7927-5153-834d-22feacd169ed
浮洲兒童遊戲場,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",新北市,新北市板橋區大觀路一段38巷過歡仔園跨堤天橋,4.4,POINT(121.44069 25.00352),https://lh3.googleusercontent.com/p/AF1QipOf5xfVlB2ZrNXxQDVrIoVsOAYDFrK9YsFG8Fw9=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJYSAmoQkdaDQRr7xdjSDXkWk,戶外,243.0,板橋區,2025-05-07 03:50:30,2025-05-07 11:19:53,d1ccb628-6a55-544d-a6ee-69677ee5882b
新莊青年公園,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",新北市,新北市新莊區壽山路61號,4.3,POINT(121.40975 25.03094),https://lh3.googleusercontent.com/p/AF1QipMzLVzFWvB6SownVaHJx9OhpnCgy4EVW0xmCv-y=w408-h307-k-no,https://www.google.com/maps/place/?q=place_id:ChIJKQqUM4WnQjQRVQKj5Gzi70Q,戶外,1921.0,新莊區,2025-05-07 03:50:30,2025-05-07 11:19:53,46434dfc-23da-5d2b-93b9-116e1a04e25e
中港大排願景館,,新北市,新北市新莊區新北大道四段1號,3.8,POINT(121.45034 25.05985),https://lh3.googleusercontent.com/p/AF1QipM1WyJ0CeTGHGTpnRnS85-oe0eh37NTqcpJG8yO=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJQwu0YCemQjQRFSSOqFToso4,室內,544.0,新莊區,2025-05-07 03:50:30,2025-05-07 11:19:53,c586d723-87a7-50f0-ba3e-38003de65388
塭仔底濕地公園,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",新北市,新北市新莊區富貴路51號,4.2,POINT(121.45352 25.05681),https://lh3.googleusercontent.com/p/AF1QipOp7NyLSp4PWP1xHIVxjbkLFIKRTB76SHLQcFeL=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJodYZjoaoQjQRt-0xYsTnnzc,戶外,1104.0,新莊區,2025-05-07 03:50:30,2025-05-07 11:19:53,8c8472eb-2ed4-51fa-8003-fa8d073ec685
五股水碓觀景公園,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",新北市,新北市五股區外寮路2號,4.5,POINT(121.42946 25.07580),https://lh3.googleusercontent.com/p/AF1QipOuuUxwlsiLLMiXAYp6WqukgVhwTFaMsrol0D0F=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJB2zm_DumQjQRVqxDJLOPPmM,戶外,4147.0,五股區,2025-05-07 03:50:30,2025-05-07 11:19:53,3c648958-5f40-58d1-b26b-c831f287aad3
大崎嶺步道,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",新北市,新北市深坑區,3.9,POINT(121.61361 24.99623),https://lh3.googleusercontent.com/p/AF1QipMuihHA627mljUVeNCdbmanrRxlX2GzSweXq_em=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJx1zz_caqQjQRHGoHjglOcP8,戶外,64.0,深坑區,2025-05-07 03:50:30,2025-05-07 11:19:53,de2a178c-7d81-509a-9bbb-d1544dade3e3
福龍太平洋鼠鯊海洋驛站,"
星期三 08:00–18:00
星期四 08:00–18:00
星期五 08:00–18:00
星期六 08:00–18:00
星期日 08:00–18:00
星期一 休息
星期二 08:00–18:00",新北市,新北市貢寮區東興街6之17號,4.8,POINT(121.95047 25.02100),https://lh3.googleusercontent.com/p/AF1QipNhjt8Z8KJcJX11bQQDTt_NAQ0MC1HC4RmPlSca=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJbWs2ryFdXTQRGJdrm3VB0Dg,戶外,47.0,貢寮區,2025-05-07 03:50:30,2025-05-07 11:19:53,c1278866-77cc-5987-8015-37925e28d6d6
南子吝步道起點,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",新北市,新北市瑞芳區,4.5,POINT(121.88754 25.12014),https://lh3.googleusercontent.com/p/AF1QipOWskSCLb6xzMiE1gmgeJLdnlHCxApd5MNSBuJe=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJr2h47mFEXTQR1f-hVWh_Z4U,戶外,5112.0,瑞芳區,2025-05-07 03:50:30,2025-05-07 11:19:53,a15a9589-d625-56a9-8b66-ccc41f41efeb
梧棲觀光漁港,"
星期三 09:00–19:00
星期四 09:00–19:00
星期五 09:00–19:00
星期六 09:00–19:00
星期日 09:00–19:00
星期一 09:00–19:00
星期二 09:00–19:00",台中市,台中市清水區北堤路30號,4.2,POINT(120.52121 24.29340),https://lh3.googleusercontent.com/p/AF1QipM3dAG__RgY88-p1kOjPCpbTMWuFFuvcF_e90lM=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqroTaTQR13S7PwWhty8,戶外,12321.0,清水區,2025-05-07 03:50:30,2025-05-07 11:19:53,62d85e05-9a3a-5fc1-b281-75069c1b9726
中華路夜市,"
星期三 16:00–04:00
星期四 16:00–04:00
星期五 16:00–04:00
星期六 16:00–04:00
星期日 16:00–04:00
星期一 16:00–04:00
星期二 16:00–04:00",台中市,台中市中區公園路,3.9,POINT(120.67876 24.14719),https://lh3.googleusercontent.com/p/AF1QipMin7QvymCnaeUSNskbUOS5XC3ck2WAuue-rOQ=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJS1nm4G09aTQR8LC1Zyr9gdQ,戶外,9705.0,中區,2025-05-07 03:50:30,2025-05-07 11:19:53,7269a22d-0f8a-50ef-8230-dc373d395d7d
921地震教育園區,"
星期三 09:00–17:00
星期四 09:00–17:00
星期五 09:00–17:00
星期六 09:00–17:00
星期日 09:00–17:00
星期一 休息
星期二 09:00–17:00",台中市,台中市霧峰區新生路192號,4.5,POINT(120.69953 24.04265),https://lh3.googleusercontent.com/p/AF1QipNileNrDuUU_M7lOyHbSc5c9KECX5C96q_9A18=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJQ8Xcu8Y6aTQRYubV_bNiLXM,室內,10837.0,霧峰區,2025-05-07 03:50:30,2025-05-07 11:19:53,a216025e-d064-59f5-a1bf-7fcda0115d96
高美濕地,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",台中市,台中市清水區美堤街,4.5,POINT(120.54738 24.31256),https://lh3.googleusercontent.com/p/AF1QipPIfdKhYjpIqhrjHow29AL5cM9hfmzHZRr8YDz0=w408-h305-k-no,https://www.google.com/maps/place/?q=place_id:ChIJQ2FsFjwTaTQRKb4VYUrXd4Y,戶外,39137.0,清水區,2025-05-07 03:50:30,2025-05-07 11:19:53,59cf5db9-49e0-5b94-9f95-e3cc63fd52da
台灣菸酒股份有限公司臺中酒廠,"
星期三 09:00–17:00
星期四 09:00–17:00
星期五 09:00–17:00
星期六 09:00–17:00
星期日 09:00–17:00
星期一 09:00–17:00
星期二 09:00–17:00",台中市,台中市西屯區工業區二十八路2號,4.0,POINT(120.59910 24.16481),https://lh3.googleusercontent.com/p/AF1QipNgTO40e_0ZDpWe0I-dBVwMDiUoVtH8c9LybCFS=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJf0GmxBU-aTQRvgiAHpgjyC0,室內,642.0,西屯區,2025-05-07 03:50:30,2025-05-07 11:19:53,9a6a2bb4-9e53-5a5f-bac7-09f7f25c2780
林氏貞節坊,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",台中市,台中市大甲區順天路與光明路口,4.0,POINT(120.62191 24.34431),https://lh3.googleusercontent.com/p/AF1QipNvTSoDFk8Y6XKlkuXm3TpLR7uIcbRw-bIn7WwA=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ56y0Dv8RaTQRg7RHhN_uZYw,戶外,440.0,大甲區,2025-05-07 03:50:30,2025-05-07 11:19:53,985f707d-b22c-59f5-95d0-be07290ab3bf
東光綠園道,,台中市,台中市東區東光園路東光綠園道,,POINT(120.69682 24.12950),https://lh3.googleusercontent.com/p/AF1QipNoJVTeW7RA6uc3H2SxxHTeZat6y0Jx70qVR5KV=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJA6_lXjk9aTQRQ3bZnCQ9B8Y,戶外,,東區,2025-05-07 03:50:30,2025-05-07 11:19:53,c75cb929-2689-55b6-845f-7f4890096300
望高寮(東海古堡),"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",台中市,台中市大肚區,4.2,POINT(120.57571 24.14693),https://lh3.googleusercontent.com/p/AF1QipNC_kSxXV0YkAPx-nmxyamVHDGbFa9JsIABab3q=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJiZ98eTE-aTQRN_qOo2IvUa0,戶外,872.0,大肚區,2025-05-07 03:50:30,2025-05-07 11:19:53,fdbbeeb9-0697-5a42-ba76-af1d076e71f7
臺中洲際棒球場,"
星期三 09:00–12:00 13:00–18:00
星期四 09:00–12:00 13:00–18:00
星期五 09:00–12:00 13:00–18:00
星期六 休息
星期日 休息
星期一 09:00–12:00 13:00–18:00
星期二 09:00–12:00 13:00–18:00",台中市,台中市北屯區崇德路三段835號,4.7,POINT(120.68474 24.19972),https://lh3.googleusercontent.com/p/AF1QipMlLKMf7q6SEKRR0VymtgaYK41v9VG0f9JaVy2N=w421-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ_aRWEZUXaTQRWfC9jw0BSE4,戶外,3102.0,北屯區,2025-05-07 03:50:30,2025-05-07 11:19:53,67033d36-e336-5e59-bdc8-b2630d029935
台鐵舊山線大安溪鐵橋,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",台中市,台中市后里區,4.2,POINT(120.75700 24.32855),https://lh3.googleusercontent.com/p/AF1QipNyQo-b3A-J6DjPFVzpob6GBkHboW-YfSfqymf6=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJL4aLWCgFaTQRMctb7JKwCBk,戶外,376.0,后里區,2025-05-07 03:50:30,2025-05-07 11:19:53,5c5c7776-8547-5a32-a96b-0b186bcae8b2
公老坪農場會館,"
星期三 09:00–17:00
星期四 09:00–17:00
星期五 09:00–17:00
星期六 09:00–17:00
星期日 09:00–17:00
星期一 休息
星期二 09:00–17:00",台中市,台中市豐原區水源路坪頂巷12之2號,3.3,POINT(120.76215 24.26244),https://lh3.googleusercontent.com/p/AF1QipMN-8ni4hn3UaA9q7rEMnNVr1sYkCpA-No81sPP=w408-h305-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ1Q1O7q8baTQR9Uc3A15LSi4,室內,19.0,豐原區,2025-05-07 03:50:30,2025-05-07 11:19:53,fc6e5112-d121-5c67-aab1-71dfdacf4b36
大坑六號步道半圓平台,,台中市,台中市北屯區,5.0,POINT(120.73349 24.18777),https://lh3.googleusercontent.com/p/AF1QipNYnC2Hqcxf82BsdpQkYOH1m7ILxRaqozyl3LEa=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJpQ1Pom8ZaTQRle-4WcPzPUI,戶外,4.0,北屯區,2025-05-07 03:50:30,2025-05-07 11:19:53,781c8bd9-4c83-5182-9e5f-bb5d3d15c429
土牛客家文化館,"
星期三 09:00–17:00
星期四 09:00–17:00
星期五 09:00–17:00
星期六 09:00–17:00
星期日 09:00–17:00
星期一 休息
星期二 09:00–17:00",台中市,台中市石岡區豐勢路德成巷10號,4.1,POINT(120.80961 24.26522),https://lh3.googleusercontent.com/p/AF1QipNZNB2CnSS3yusFUY0c_kz46riFcfrGtl2JJwPC=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJVVVVVZkbaTQRlk8r35VU9DM,室內,1573.0,石岡區,2025-05-07 03:50:30,2025-05-07 11:19:53,632af283-6b01-58d2-abfc-b801948f3448
霧峰菇類產學館 Wufeng Mushroom Museum,"
星期三 09:00–16:30
星期四 09:00–16:30
星期五 09:00–16:30
星期六 09:00–16:30
星期日 09:00–16:30
星期一 休息
星期二 09:00–16:30",台中市,台中市霧峰區四德路10號6樓,4.8,POINT(120.69806 24.06486),https://lh3.googleusercontent.com/p/AF1QipPaMGLzXUoGqpSQEEy5HyKeY1_p7esuby6meZ78=w408-h293-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ-4cz4Vo7aTQR63oO3O9IHMc,室內,545.0,霧峰區,2025-05-07 03:50:30,2025-05-07 11:19:53,f4ac2f61-84e7-5e7b-8478-d04a197a3185
裕珍馨 光明旗艦店,"
星期三 08:30–22:00
星期四 08:30–22:00
星期五 08:30–22:00
星期六 08:30–22:00
星期日 08:30–22:00
星期一 08:30–22:00
星期二 08:30–22:00",台中市,台中市大甲區光明路67號,4.2,POINT(120.62339 24.34400),https://lh3.googleusercontent.com/p/AF1QipPfPvPR3YltKeL74xywmdrfHSVauocfzjCNxokR=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJr0Jb-f4RaTQR68QBgv6qsFM,室內,2389.0,大甲區,2025-05-07 03:50:30,2025-05-07 11:19:53,3adda870-c821-56bf-859a-79254082e58f
阿聰師芋頭文化館,"
星期三 09:00–17:00
星期四 09:00–17:00
星期五 09:00–17:00
星期六 09:00–17:00
星期日 09:00–17:00
星期一 09:00–17:00
星期二 09:00–17:00",台中市,台中市大安區興安路168號,4.5,POINT(120.60212 24.34637),https://lh3.googleusercontent.com/p/AF1QipMP9Md_uty8iodSDL7poWo4icUIbJglSR9r8GR9=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ43kyjAwSaTQRI4d1F9Sod-U,室內,762.0,大安區,2025-05-07 03:50:30,2025-05-07 11:19:53,ae9b41f4-3d89-5261-af5a-6f3c49548eda
清水區公所農村文物館,"
星期三 09:00–17:00
星期四 09:00–17:00
星期五 09:00–17:00
星期六 休息
星期日 休息
星期一 09:00–17:00
星期二 09:00–17:00",台中市,台中市清水區鎮政路101號3樓,3.8,POINT(120.55971 24.26817),https://lh3.googleusercontent.com/p/AF1QipPH5_PSBK_dSiHFb7wYxIaxW1yAm93yiiRTKHrS=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJcb8aCZsUaTQRQkQxknhcXmg,室內,17.0,清水區,2025-05-07 03:50:30,2025-05-07 11:19:53,240b33b3-3e11-5916-8c07-32284ffea4f9
彩虹眷村,"
星期三 09:00–17:00
星期四 09:00–17:00
星期五 09:00–17:00
星期六 09:00–17:00
星期日 09:00–17:00
星期一 休息
星期二 09:00–17:00",台中市,台中市南屯區春安路56巷25號,4.1,POINT(120.60991 24.13371),https://lh3.googleusercontent.com/p/AF1QipPtpNfEYHsNDr0bHh37StKAj7q49eqpfWIJL47h=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ25Ul-Ic-aTQRNnMAjMs2iJo,戶外,32345.0,南屯區,2025-05-07 03:50:30,2025-05-07 11:19:53,04ce09da-71d6-55ab-83cf-fd443fc874f5
台中新社花海,,台中市,台中市新社區協興街30號,4.1,POINT(120.81275 24.20254),https://lh3.googleusercontent.com/p/AF1QipMkcvlhhGGIvJbf9MY01Flp2gCLL1y3dLuPh8gR=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqtoeaTQRyOOkp6nfoP0,戶外,2432.0,新社區,2025-05-07 03:50:30,2025-05-07 11:19:53,8c1e645e-ce60-59c9-baf6-8e2c29e8dad7
台中市魚市場-哈漁碼頭,"
星期三 休息
星期四 14:00–20:00
星期五 14:00–20:00
星期六 12:00–20:00
星期日 12:00–20:00
星期一 休息
星期二 休息",台中市,台中市南屯區環中路四段2號,4.1,POINT(120.62238 24.14870),https://lh3.googleusercontent.com/p/AF1QipOgt7-Wxu85CcT_5Azb4y9IupGxbaX_H2xURWdh=w408-h254-k-no,https://www.google.com/maps/place/?q=place_id:ChIJP_eu2Ng9aTQRRFWYAnzGC2o,戶外,2612.0,南屯區,2025-05-07 03:50:30,2025-05-07 11:19:53,dc860080-5aa8-580f-bc32-36a268bb9c3c
大坑情人橋,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",台中市,台中市北屯區廍子路366號,4.2,POINT(120.72789 24.16639),https://lh3.googleusercontent.com/p/AF1QipOWHDpBp9PrstTCjqpV9uFvPj6SQ_MCwBfML9b5=w408-h725-k-no,https://www.google.com/maps/place/?q=place_id:ChIJuzvSchEYaTQRxP-bo-X9iGo,戶外,3783.0,北屯區,2025-05-07 03:50:30,2025-05-07 11:19:53,6822c778-ddd4-50de-bdc0-4abdf037d66e
九二一震災紀念公園,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",台中市,台中市太平區長億里太平路,4.2,POINT(120.72383 24.11658),https://lh3.googleusercontent.com/p/AF1QipM7vMh6McedHEaRClq9bHfsmKkFstz-gWqEjVDP=w408-h291-k-no,https://www.google.com/maps/place/?q=place_id:ChIJm-CG49kiaTQR0W3g-Rv8U1c,戶外,2076.0,太平區,2025-05-07 03:50:30,2025-05-07 11:19:53,dbf138ea-032f-5156-9cea-08ec3737ffbe
軟埤坑休閒區內,,台中市,台中市東勢區慶福街16號(路口,3.8,POINT(120.85494 24.19254),https://lh3.googleusercontent.com/gps-cs-s/AC9h4npcq0c_JHJYG5_mtEt1mhDI02nQhupcY4Dji3wolMaUV8BNIjRZNL6bIyVuQtmDPI5Ai6a88u_4A6yLAESaEcihL42gJENZpTCbeBRZ9sId5093y0jd8naw5EkHdoAhirDss9tD=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ0ce2rYweaTQRC9gz70Dbhg8,戶外,207.0,東勢區,2025-05-07 03:50:30,2025-05-07 11:19:53,61d3398d-2898-5c4d-bcd4-0fe6b3b99e66
河濱公園,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",台中市,台中市東勢區東關路七段,4.0,POINT(120.82394 24.25695),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqKfQLftx3pURQOvR47tVLVgDtvZUBglaC7Vs__flXn91VKP842pVfRbsJ-RHjhLOdyVKH1Z5n3VFs5JTWbHI05PhEAk6dSNd-xc-YCf2G__2FR4xyGl0c_QFEOJq4ZfY_s4_Nt=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJLUwIrWEcaTQRFJyYA_ZnU2A,戶外,1318.0,東勢區,2025-05-07 03:50:30,2025-05-07 11:19:53,a78f96cc-33d1-5b19-b3a7-65a2935bdc91
清水服務區,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",台中市,台中市清水區吳厝二街89號,4.3,POINT(120.60137 24.28120),https://lh3.googleusercontent.com/gps-cs-s/AC9h4npRz138P7Eqg4AGpXIMo102swVUUKT8MENcMS-i07_VPlrSVpUUez7K7_hEUiMxZcFrMk6NZw0hACqKkGNrODSk_Ur40NiIBFpBnobN0-g2IsV2yW3_8856FwW7isYoz61EiWgL=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJv5mb9uwTaTQRF3E5w9UwFJY,戶外,102648.0,清水區,2025-05-07 03:50:30,2025-05-07 11:19:53,6628f393-5677-5e89-a001-a58422f66fb2
大安紅樹林生態步道,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",台中市,台中市大安區溫寮溪橋,4.2,POINT(120.58319 24.37482),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nogdHWL1oKZu4L6Rj2t0scsuKY6aS5nyrlPv0FXKroAfYBl9deyMTM1_DcgOsIeeCvDav9qmM0rAX77fIZX7gzDAH55IGd43tBiiOKoFAgHLB0Ij7iKszD-yPsz70rovCvmFW2l=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJiTvuUpgNaTQRDdFCiervS1g,戶外,67.0,大安區,2025-05-07 03:50:30,2025-05-07 11:19:53,f14eb9aa-28cd-5bdf-b5c3-666c78c986d0
東海別墅夜市,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",台中市,台中市龍井區新興路9號,4.0,POINT(120.59262 24.18147),https://lh3.googleusercontent.com/gps-cs-s/AC9h4npoGI5h5MrMJB9R3x1CXUsE6_0hDw1tMvBjOhAhnM2ET_jcRqhczbCH4Gnu9cS2Ods5vRRmX3Ju_YTb8pTrxayNRfp7ZMhyvCn5MxC_FniZIBArA29dGgwpycgoqzGScmJU8f1_8g=w421-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJa_FXsVgVaTQRPa6J1Z_i8Yk,戶外,10043.0,龍井區,2025-05-07 03:50:30,2025-05-07 11:19:53,6c33ec6e-f6f8-5c50-acbc-9d03f7fbab0d
新社商圈,"
星期三 10:00–17:00
星期四 10:00–17:00
星期五 10:00–17:00
星期六 休息
星期日 休息
星期一 10:00–17:00
星期二 10:00–17:00",台中市,台中市新社區中興嶺99號,3.9,POINT(120.79689 24.20436),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvnQ3nC5iOsCZkzrAEb8valpdGddhfgAwpRF_5ZGrjqMQF2WG3z8Y5FnLSSJA9iQAQqg_2Z1cVIKd8pM70VDhGGZ-smFITwUVCrTnoBcc8L97I2d0-mrMTTL2l1MiMtLYzQg=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJsZNUWFcZaTQRbGqKjleDHu0,戶外,8.0,新社區,2025-05-07 03:50:30,2025-05-07 11:19:53,8eb9b338-6faf-5646-bf87-b384cdbb54f7
鳳凰山農場民宿,,台中市,台中市后里區仁里里圳寮路47巷7號,3.6,POINT(120.74770 24.30637),https://lh3.googleusercontent.com/p/AF1QipMi3PstbYg0e9PTf_UWbF4K_iGzvZBF7br09Tub=w408-h550-k-no,https://www.google.com/maps/place/?q=place_id:ChIJLZDdjNUaaTQRD2cBcqh6cPo,戶外,259.0,后里區,2025-05-07 03:50:30,2025-05-07 11:19:53,cd5254f9-a875-5f5d-99bb-da94b80e7dd0
高鐵台中站,,台中市,台中市烏日區站區一路(二樓大廳層),4.5,POINT(120.61641 24.11301),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nphwrn2blAmFHJ4ZP9-1QIHgRMS7BZSFduKRghxXE1ZPsDo6wgbwosHTepys_xSLIOP3Ab0NWfrPw5XmN4S56b8b8EjDBCvOtaQJtVFK7cAwUUCqdvCQGWh140HNWSlABde-Whx=w408-h305-k-no,https://www.google.com/maps/place/?q=place_id:ChIJyTCHAls_aTQRFHi81WnhUs4,戶外,1601.0,烏日區,2025-05-07 03:50:30,2025-05-07 11:19:53,114a3b0b-2483-5471-9373-604789d08751
秉峯鍋燒店-霧峰樹仁商圈,"
星期三 11:00–21:00
星期四 11:00–21:00
星期五 11:00–21:00
星期六 11:00–21:00
星期日 休息
星期一 11:00–21:00
星期二 11:00–21:00",台中市,台中市霧峰區樹仁路7號,3.1,POINT(120.69724 24.06452),https://lh3.googleusercontent.com/gps-proxy/ALd4DhE8RAItSwLE3HJuX7E4Qygm_zC6ShgS-M-ja1EmWH6JvFgNE9LQQOrXHfeAcvONxEAPV5WZztlqIkSIOrmoqhPmOqPwhd5-z9IYhRzsBe3PODPWYh4o16rMTBqUTpJodbUmrjByb6eSb4gd5e7EqNeAMSvDFeqnLfptAne7w-mD4DkWV2A4HrQX4w=w408-h298-k-no,https://www.google.com/maps/place/?q=place_id:ChIJP4CyI1s7aTQR-w12-DHsRWc,室內,221.0,霧峰區,2025-05-07 03:50:30,2025-05-07 11:19:53,1b884bc4-e647-546c-babd-58c24dd9dc07
